-3000	-3000	1.5	-74.4646	-74.4646	-166.663	
-3000	-2940	1.5	-69.2501	-69.2501	-161.449	
-3000	-2880	1.5	-68.4105	-68.4105	-160.609	
-3000	-2820	1.5	-69.0707	-69.0707	-161.269	
-3000	-2760	1.5	-81.3572	-81.3572	-173.556	
-3000	-2700	1.5	-61.8894	-61.8894	-154.088	
-3000	-2640	1.5	-68.8337	-68.8337	-161.032	
-3000	-2580	1.5	-73.2629	-73.2629	-165.461	
-3000	-2520	1.5	-65.0758	-65.0758	-157.274	
-3000	-2460	1.5	-66.9842	-66.9842	-159.183	
-3000	-2400	1.5	-61.5942	-61.5942	-153.793	
-3000	-2340	1.5	-80.8725	-80.8725	-173.071	
-3000	-2280	1.5	-57.9176	-57.9176	-150.116	
-3000	-2220	1.5	-64.3634	-64.3634	-156.562	
-3000	-2160	1.5	-65.7836	-65.7836	-157.982	
-3000	-2100	1.5	-69.446	-69.446	-161.644	
-3000	-2040	1.5	-75.0923	-75.0923	-167.291	
-3000	-1980	1.5	-84.727	-84.727	-176.925	
-3000	-1920	1.5	-78.3509	-78.3509	-170.549	
-3000	-1860	1.5	-61.6666	-61.6666	-153.865	
-3000	-1800	1.5	-65.6776	-65.6776	-157.876	
-3000	-1740	1.5	-64.0754	-64.0754	-156.274	
-3000	-1680	1.5	-60.5279	-60.5279	-152.726	
-3000	-1620	1.5	-64.4963	-64.4963	-156.695	
-3000	-1560	1.5	-84.1263	-84.1263	-176.325	
-3000	-1500	1.5	-81.6077	-81.6077	-173.806	
-3000	-1440	1.5	-67.1326	-67.1326	-159.331	
-3000	-1380	1.5	-63.5239	-63.5239	-155.722	
-3000	-1320	1.5	-69.9598	-69.9598	-162.158	
-3000	-1260	1.5	-57.6727	-57.6727	-149.871	
-3000	-1200	1.5	-57.1163	-57.1163	-149.315	
-3000	-1140	1.5	-45.879	-45.879	-138.077	
-3000	-1080	1.5	-58.2977	-58.2977	-150.496	
-3000	-1020	1.5	-63.3032	-63.3032	-155.502	
-3000	-960	1.5	-49.1035	-49.1035	-141.302	
-3000	-900	1.5	-52.641	-52.641	-144.839	
-3000	-840	1.5	-56.7283	-56.7283	-148.927	
-3000	-780	1.5	-58.2286	-58.2286	-150.427	
-3000	-720	1.5	-58.4821	-58.4821	-150.681	
-3000	-660	1.5	-66.9109	-66.9109	-159.109	
-3000	-600	1.5	-52.1751	-52.1751	-144.374	
-3000	-540	1.5	-45.3571	-45.3571	-137.556	
-3000	-480	1.5	-42.869	-42.869	-135.067	
-3000	-420	1.5	-45.9966	-45.9966	-138.195	
-3000	-360	1.5	-44.338	-44.338	-136.536	
-3000	-300	1.5	-44.5236	-44.5236	-136.722	
-3000	-240	1.5	-37.3633	-37.3633	-129.562	
-3000	-180	1.5	-41.6595	-41.6595	-133.858	
-3000	-120	1.5	-33.5321	-33.5321	-125.731	
-3000	-60	1.5	-41.9463	-41.9463	-134.145	
-3000	0	1.5	-35.233	-35.233	-127.431	
-3000	60	1.5	-41.3273	-41.3273	-133.526	
-3000	120	1.5	-39.9896	-39.9896	-132.188	
-3000	180	1.5	-40.8301	-40.8301	-133.029	
-3000	240	1.5	-44.4211	-44.4211	-136.62	
-3000	300	1.5	-36.0425	-36.0425	-128.241	
-3000	360	1.5	-50.9618	-50.9618	-143.16	
-3000	420	1.5	-45.1444	-45.1444	-137.343	
-3000	480	1.5	-49.4145	-49.4145	-141.613	
-3000	540	1.5	-54.782	-54.782	-146.98	
-3000	600	1.5	-56.3387	-56.3387	-148.537	
-3000	660	1.5	-56.5607	-56.5607	-148.759	
-3000	720	1.5	-64.4997	-64.4997	-156.698	
-3000	780	1.5	-59.4465	-59.4465	-151.645	
-3000	840	1.5	-56.9408	-56.9408	-149.139	
-3000	900	1.5	-59.6891	-59.6891	-151.888	
-3000	960	1.5	-59.4734	-59.4734	-151.672	
-3000	1020	1.5	-60.0475	-60.0475	-152.246	
-3000	1080	1.5	-61.2065	-61.2065	-153.405	
-3000	1140	1.5	-55.763	-55.763	-147.961	
-3000	1200	1.5	-61.5991	-61.5991	-153.798	
-3000	1260	1.5	-24.951	-24.951	-117.149	
-3000	1320	1.5	-52.921	-52.921	-145.119	
-3000	1380	1.5	-42.9153	-42.9153	-135.114	
-3000	1440	1.5	-61.0361	-61.0361	-153.235	
-3000	1500	1.5	-71.2305	-71.2305	-163.429	
-3000	1560	1.5	-64.9705	-64.9705	-157.169	
-3000	1620	1.5	-66.0432	-66.0432	-158.242	
-3000	1680	1.5	-72.2258	-72.2258	-164.424	
-3000	1740	1.5	-67.9416	-67.9416	-160.14	
-3000	1800	1.5	-74.8502	-74.8502	-167.049	
-3000	1860	1.5	-71.8779	-71.8779	-164.076	
-3000	1920	1.5	-78.5689	-78.5689	-170.767	
-3000	1980	1.5	-34.0344	-34.0344	-126.233	
-3000	2040	1.5	-69.4297	-69.4297	-161.628	
-3000	2100	1.5	-54.7305	-54.7305	-146.929	
-3000	2160	1.5	-66.7462	-66.7462	-158.945	
-3000	2220	1.5	-72.7723	-72.7723	-164.971	
-3000	2280	1.5	-74.0553	-74.0553	-166.254	
-3000	2340	1.5	-75.1706	-75.1706	-167.369	
-3000	2400	1.5	-59.0607	-59.0607	-151.259	
-3000	2460	1.5	-69.1949	-69.1949	-161.393	
-3000	2520	1.5	-70.3354	-70.3354	-162.534	
-3000	2580	1.5	-70.4154	-70.4154	-162.614	
-3000	2640	1.5	-48.3804	-48.3804	-140.579	
-3000	2700	1.5	-74.307	-74.307	-166.505	
-3000	2760	1.5	-73.3807	-73.3807	-165.579	
-3000	2820	1.5	-63.8234	-63.8234	-156.022	
-3000	2880	1.5	-74.6117	-74.6117	-166.81	
-3000	2940	1.5	-74.8502	-74.8502	-167.049	
-3000	3000	1.5	-84.8744	-84.8744	-177.073	
-2940	-3000	1.5	-79.177	-79.177	-171.375	
-2940	-2940	1.5	-64.1918	-64.1918	-156.39	
-2940	-2880	1.5	-53.214	-53.214	-145.412	
-2940	-2820	1.5	-70.4784	-70.4784	-162.677	
-2940	-2760	1.5	-64.8411	-64.8411	-157.04	
-2940	-2700	1.5	-59.5301	-59.5301	-151.729	
-2940	-2640	1.5	-74.1954	-74.1954	-166.394	
-2940	-2580	1.5	-74.5653	-74.5653	-166.764	
-2940	-2520	1.5	-70.6452	-70.6452	-162.844	
-2940	-2460	1.5	-61.247	-61.247	-153.445	
-2940	-2400	1.5	-70.2058	-70.2058	-162.404	
-2940	-2340	1.5	-60.4393	-60.4393	-152.638	
-2940	-2280	1.5	-68.1786	-68.1786	-160.377	
-2940	-2220	1.5	-75.8317	-75.8317	-168.03	
-2940	-2160	1.5	-57.998	-57.998	-150.196	
-2940	-2100	1.5	-55.2241	-55.2241	-147.423	
-2940	-2040	1.5	-64.8847	-64.8847	-157.083	
